fips,pop2000,pop2001,pop2002,pop2003,pop2004,pop2005,pop2006,pop2007,pop2008,pop2009,pop20104,pop2010,pop2011,pop2012,pop2013,pop2014
05035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50902,50954,50528,50070,49758,49548
05035,50976,51235,51166,50998,51264,51471,51817,52123,52561,53022,NA,NA,NA,NA,NA,NA
05037,19476,19469,19254,19096,19046,19207,18911,18627,18718,18544,NA,NA,NA,NA,NA,NA
05037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17870,17841,17747,17654,17504,17227
05039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8116,8061,8069,7965,7921,7755
05039,9158,8988,8780,8665,8637,8458,8321,8191,8107,7991,NA,NA,NA,NA,NA,NA
05041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13008,12970,12711,12574,12492,12264
05041,15306,14993,14647,14485,14377,14118,14016,13715,13478,13358,NA,NA,NA,NA,NA,NA
05043,18703,18716,18486,18620,18693,18714,18814,18693,18652,18624,NA,NA,NA,NA,NA,NA
05043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18509,18673,18729,18775,18728,18622
05045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,113237,114039,116293,118529,119390,120768
05045,86456,88704,90392,93292,95710,98678,102331,104658,107289,109386,NA,NA,NA,NA,NA,NA
05047,17747,17823,17829,17856,17879,17973,18031,18098,18069,18016,NA,NA,NA,NA,NA,NA
05047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18125,18121,17986,17942,17945,17805
05049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12245,12212,12285,12241,12227,12125
05049,11655,11602,11586,11596,11760,11727,11643,11793,11750,11585,NA,NA,NA,NA,NA,NA
05051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96024,96156,96641,96837,97065,97322
05051,88350,89311,90151,91196,92028,93253,95492,96499,97700,98479,NA,NA,NA,NA,NA,NA
05053,16488,16627,16655,16743,17041,17254,17455,17506,17744,17760,NA,NA,NA,NA,NA,NA
05053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17853,17887,17957,18035,18046,18144
05055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42090,42193,42731,43158,43072,43694
05055,37504,37807,38030,38304,38668,39126,39907,40302,40618,40996,NA,NA,NA,NA,NA,NA
05057,23560,23310,23249,23187,23103,23092,23169,23212,22969,23027,NA,NA,NA,NA,NA,NA
05057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22609,22566,22477,22325,22398,22327
05059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32923,33145,33047,33386,33440,33368
05059,30383,30325,30391,30416,30595,30974,31580,31859,31906,31787,NA,NA,NA,NA,NA,NA
05061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13789,13827,13844,13710,13544,13500
05061,14252,14230,14221,14301,14254,14345,14220,14106,14305,14291,NA,NA,NA,NA,NA,NA
05063,34270,34162,34138,34119,34269,34277,34377,34516,34508,34634,NA,NA,NA,NA,NA,NA
05063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36647,36795,36803,36905,36843,36959
05065,13276,13199,13109,13222,13186,13127,13138,13031,13094,13038,NA,NA,NA,NA,NA,NA
05065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13696,13681,13573,13506,13364,13486
05067,18351,17809,17685,17370,17575,17502,17178,17039,16811,16658,NA,NA,NA,NA,NA,NA
05067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17997,18048,17842,17640,17664,17534
05069,84218,83442,82974,82445,81747,80849,80405,79413,79117,78705,NA,NA,NA,NA,NA,NA
05069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77435,77311,76004,74580,73084,72297
05071,22799,22932,23226,23472,23711,23937,24295,24778,24876,24994,NA,NA,NA,NA,NA,NA
05071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25540,25536,25663,25864,25887,26005
05073,8527,8349,8192,8181,8065,7933,7754,7716,7669,7504,NA,NA,NA,NA,NA,NA
05073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7645,7633,7536,7431,7245,7111
05075,17679,17699,17573,17418,17280,17021,16813,16867,16978,16882,NA,NA,NA,NA,NA,NA
05075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17415,17499,17285,17039,17061,16931
05077,12528,12354,12120,11685,11420,11259,10941,10702,10660,10319,NA,NA,NA,NA,NA,NA
05077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10424,10376,10289,10190,10041,9860
05079,14474,14433,14424,14343,14137,14090,13833,13695,13593,13553,NA,NA,NA,NA,NA,NA
05079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14134,14075,14329,14149,14043,13970
05081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13171,13133,12950,12905,12741,12532
05081,13610,13303,13351,13261,13047,12950,12952,12887,12865,12952,NA,NA,NA,NA,NA,NA
05083,22504,22380,22422,22650,22612,22571,22586,22671,22578,22342,NA,NA,NA,NA,NA,NA
05083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22353,22319,22286,22005,22076,21958
05085,53124,53907,54974,56196,58040,59689,61940,63581,65233,66677,NA,NA,NA,NA,NA,NA
05085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68356,68701,69410,70087,70834,71557
05087,14296,14302,14207,14270,14545,14840,15308,15538,15831,15875,NA,NA,NA,NA,NA,NA
05087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15717,15692,15690,15636,15721,15740
05089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16653,16645,16635,16595,16427,16367
05089,16156,16202,16094,16046,16177,16317,16584,16609,16802,16594,NA,NA,NA,NA,NA,NA
05091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43462,43526,43732,43617,43380,43428
05091,40434,40637,40987,41450,41861,42294,42812,42901,43326,43522,NA,NA,NA,NA,NA,NA
05093,51827,50970,49877,48412,47603,47178,46736,46610,46760,46605,NA,NA,NA,NA,NA,NA
05093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46480,46371,46035,45550,44734,44235
05095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8149,8122,8066,7840,7667,7582
05095,10179,9928,9667,9522,9218,9087,8848,8568,8355,8171,NA,NA,NA,NA,NA,NA
05097,9270,9174,9044,9068,9102,9065,9081,9068,9097,9009,NA,NA,NA,NA,NA,NA
05097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9487,9485,9381,9315,9216,9082
05099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8997,8967,9001,8903,8789,8723
05099,9920,9810,9701,9641,9592,9535,9442,9331,9149,9164,NA,NA,NA,NA,NA,NA
05101,8647,8523,8506,8561,8437,8381,8377,8313,8294,8191,NA,NA,NA,NA,NA,NA
05101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8330,8325,8274,8084,8068,7904
05103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26120,26109,25746,25411,25013,24828
05103,28685,28049,27607,27318,26875,26626,26281,26023,25718,25432,NA,NA,NA,NA,NA,NA
05105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10445,10447,10386,10326,10344,10245
05105,10236,10300,10338,10296,10281,10263,10237,10362,10297,10312,NA,NA,NA,NA,NA,NA
05107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21757,21686,21419,20772,20426,19930
05107,26268,25661,24772,24088,23618,23260,22458,21915,21458,20921,NA,NA,NA,NA,NA,NA
05109,11321,11224,11168,11012,10946,10842,10814,10828,10704,10627,NA,NA,NA,NA,NA,NA
05109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11291,11277,11243,11266,11126,11024
05111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24583,24544,24459,24325,24222,24246
05111,25617,25511,25237,25203,25071,25096,24949,24881,24716,24682,NA,NA,NA,NA,NA,NA
05113,20262,20150,20170,20079,19901,20004,20183,20137,20117,20259,NA,NA,NA,NA,NA,NA
05113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20662,20679,20570,20440,20354,20225
05115,54500,54934,55307,55438,56363,57238,58397,59194,59772,60214,NA,NA,NA,NA,NA,NA
05115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61754,62110,62662,62717,62747,63201
05117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8715,8701,8565,8446,8360,8304
05117,9504,9499,9380,9250,9038,8952,8876,8814,8657,8582,NA,NA,NA,NA,NA,NA
05119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,382748,383600,386862,389058,391536,392702
05119,361905,363113,364933,366375,367737,369543,373005,374992,378145,381904,NA,NA,NA,NA,NA,NA
05121,18163,18184,18122,17998,18197,18067,18163,18040,18066,17952,NA,NA,NA,NA,NA,NA
05121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17969,17950,17966,17851,17634,17571
05123,29284,28830,28544,28453,27930,27447,27095,26788,26260,26255,NA,NA,NA,NA,NA,NA
05123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28258,28172,27952,27883,27302,26899
05125,83940,84763,85753,86715,88424,90252,92696,95391,97213,99449,NA,NA,NA,NA,NA,NA
05125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,107118,107631,109851,111668,114185,115719
05127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11233,11267,11239,11007,10914,10693
05127,10991,10971,10947,10950,10884,10976,11230,11294,11228,11123,NA,NA,NA,NA,NA,NA
05129,8273,8216,8109,7914,7933,7957,8025,8054,8031,7944,NA,NA,NA,NA,NA,NA
05129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8195,8189,8077,7995,7990,7929
05131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,125744,125824,126916,127370,127118,126776
05131,115518,116273,116828,117157,117425,118488,120365,121741,122436,123597,NA,NA,NA,NA,NA,NA
05133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17058,17138,17170,17174,17342,17426
05133,15759,15601,15721,15839,16064,16321,16304,16376,16677,16904,NA,NA,NA,NA,NA,NA
05135,17151,17289,17351,17478,17478,17541,17814,17738,17687,17664,NA,NA,NA,NA,NA,NA
05135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17264,17281,17275,17053,17068,16906
05137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12394,12416,12585,12628,12533,12494
05137,11522,11449,11529,11583,11589,11684,11987,11911,12028,11991,NA,NA,NA,NA,NA,NA
05139,45572,45047,45021,44602,44151,43605,43460,42933,43005,42782,NA,NA,NA,NA,NA,NA
05139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41639,41580,41386,40904,40675,40227
05141,16211,16224,16111,16180,16230,16318,16366,16461,16493,16418,NA,NA,NA,NA,NA,NA
05141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17295,17296,17184,17155,16965,16851
05143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,203065,204019,207893,211734,216753,220792
05143,158806,163229,166983,171516,177043,184095,190581,194696,197210,200181,NA,NA,NA,NA,NA,NA
05145,67405,68339,68878,69446,70457,71435,72781,73667,74970,76338,NA,NA,NA,NA,NA,NA
05145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77076,77339,78132,78652,78661,78592
05147,8690,8681,8451,8285,8104,8021,7875,7660,7472,7359,NA,NA,NA,NA,NA,NA
05147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7260,7243,7192,7071,7052,6910
05149,21163,21198,21230,21294,21200,21291,21735,21852,22188,22496,NA,NA,NA,NA,NA,NA
05149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22185,22159,21942,21811,21807,21951
06000,33994571,34485623,34876194,35251107,35558419,35795255,35979208,36226122,36580371,36961664,NA,NA,NA,NA,NA,NA
06001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1510271,1513625,1532518,1556249,1583226,1610921
06001,1450220,1468918,1460576,1450968,1441781,1436453,1438193,1449020,1470326,1491482,NA,NA,NA,NA,NA,NA
06003,1205,1175,1195,1172,1182,1123,1158,1144,1057,1041,NA,NA,NA,NA,NA,NA
06003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1175,1158,1111,1127,1150,1116
06005,35173,35700,36506,36860,37213,37788,38072,38480,37980,37876,NA,NA,NA,NA,NA,NA
06005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38091,37860,37520,37072,36602,36742
06007,203926,206384,209319,211584,213173,214831,216933,217741,219503,220577,NA,NA,NA,NA,NA,NA
06007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,220000,219924,220025,221279,222420,224241
06009,40696,41433,42583,44007,44852,45688,46524,46852,46944,46731,NA,NA,NA,NA,NA,NA
06009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45578,45475,45117,44774,44614,44624
06011,18829,19042,19264,19579,20219,20541,20889,21100,21155,21321,NA,NA,NA,NA,NA,NA
06011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21419,21459,21415,21397,21432,21419
06013,953192,971487,980446,987662,992747,999271,1001303,1010542,1025464,1041274,NA,NA,NA,NA,NA,NA
06013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1049025,1052894,1066587,1079358,1095980,1111339
06015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28610,28580,28485,28226,27827,27212
06015,27471,27341,27485,27722,28085,28471,28441,28746,28873,29114,NA,NA,NA,NA,NA,NA
06017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,181058,181163,180926,180605,181542,183087
06017,157134,160848,164675,167436,170486,173500,174995,175752,177009,178447,NA,NA,NA,NA,NA,NA
06019,801444,812426,828245,844194,857162,867438,878024,889888,903133,915267,NA,NA,NA,NA,NA,NA
06019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,930450,932642,941260,948240,956102,965974
06021,26451,26487,26705,27071,27193,27452,27714,27862,28127,28299,NA,NA,NA,NA,NA,NA
06021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28122,28101,28185,27938,27914,27955
06023,126403,127002,127779,128219,128694,128943,129033,128564,128852,129623,NA,NA,NA,NA,NA,NA
06023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,134623,135022,135250,134680,134620,134809
06025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,174528,174779,176300,177443,177517,179091
06025,142396,143152,144579,147254,149909,153047,156792,160366,163093,166874,NA,NA,NA,NA,NA,NA
06027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18546,18532,18413,18416,18423,18410
06027,17918,17945,18079,18127,17974,17737,17499,17438,17223,17293,NA,NA,NA,NA,NA,NA
06029,663484,674028,689204,706963,726029,747315,768209,784687,797145,807407,NA,NA,NA,NA,NA,NA
06029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,839631,841762,849872,856502,865923,874589
06031,129774,132453,134681,138714,142151,143178,145168,147622,148746,148764,NA,NA,NA,NA,NA,NA
06031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,152982,152418,152063,151340,150862,150269
06033,58551,60321,61674,62692,63390,64143,64623,64644,65092,65279,NA,NA,NA,NA,NA,NA
06033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64665,64757,64279,63984,63843,64184
06035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34895,34841,34297,33679,32212,31749
06035,33749,33503,33300,33695,34102,34037,34078,35005,34547,34473,NA,NA,NA,NA,NA,NA
06037,9542578,9634764,9717871,9777324,9808494,9803912,9760598,9734701,9779254,9848011,NA,NA,NA,NA,NA,NA
06037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9818605,9827231,9898214,9974868,10053995,10116705
06039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150865,151154,152148,152244,152165,154548
06039,123566,125423,127841,132017,136516,139672,142865,145223,147577,148632,NA,NA,NA,NA,NA,NA
06041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,252409,252884,255413,256143,258821,260750
06041,247614,247958,246332,245030,243677,244024,244336,246100,248345,250750,NA,NA,NA,NA,NA,NA
06043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18251,18261,18184,17845,17758,17682
06043,17143,17106,17202,17585,17656,17714,17896,17963,17960,17792,NA,NA,NA,NA,NA,NA
06045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87841,87761,87460,87497,87471,87869
06045,86396,86614,86911,87415,87092,86803,85959,85560,85786,86040,NA,NA,NA,NA,NA,NA
06047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,255793,256731,259698,261783,263481,266353
06047,212122,217937,223666,228993,233529,237901,240516,243083,244356,245321,NA,NA,NA,NA,NA,NA
06049,9415,9291,9240,9319,9359,9261,9252,9100,9089,9107,NA,NA,NA,NA,NA,NA
06049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9686,9708,9499,9332,9112,9023
06051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14202,14249,14398,14306,14016,13997
06051,12896,13125,13191,13043,12919,12888,13102,12825,12881,12927,NA,NA,NA,NA,NA,NA
06053,403065,407065,409210,410419,408867,405090,401374,402116,405660,410370,NA,NA,NA,NA,NA,NA
06053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,415057,416364,421393,426411,429123,431344
06055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,136484,136829,138056,139135,140580,141667
06055,124545,126731,128584,129800,130007,129859,130818,131949,133591,134650,NA,NA,NA,NA,NA,NA
06057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98764,98752,98788,98333,98262,98893
06057,92503,93594,94412,95195,95974,96554,96772,96942,97297,97751,NA,NA,NA,NA,NA,NA
06059,2856372,2890972,2917106,2940109,2956096,2957263,2953062,2957902,2989141,3026786,NA,NA,NA,NA,NA,NA
06059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3010232,3018080,3056311,3089893,3121854,3145515
06061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,348432,350214,356897,361446,367339,371694
06061,251274,264221,277833,291883,304386,314619,324213,331870,341041,348552,NA,NA,NA,NA,NA,NA
06063,20764,20825,20861,20929,20963,20957,20704,20606,20359,20122,NA,NA,NA,NA,NA,NA
06063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20007,19918,19690,19341,18877,18606
06065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2189641,2202553,2237696,2268019,2296956,2329271
06065,1559109,1614698,1682749,1763765,1845631,1917401,1994840,2055924,2087917,2125440,NA,NA,NA,NA,NA,NA
06067,1230150,1265432,1299105,1324971,1344279,1354695,1362328,1373585,1386469,1400949,NA,NA,NA,NA,NA,NA
06067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1418788,1421838,1435601,1448771,1463149,1482026
06069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55269,55532,56174,56871,57594,58267
06069,53827,54752,55217,55376,55090,54930,54468,54505,54797,55058,NA,NA,NA,NA,NA,NA
06071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2035210,2041689,2064663,2080651,2093306,2112619
06071,1718469,1761558,1800599,1847860,1899689,1943934,1973664,1992989,2004914,2017673,NA,NA,NA,NA,NA,NA
06073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3095313,3104543,3141768,3183413,3222558,3263431
06073,2824987,2867094,2901235,2926814,2935672,2941770,2947222,2975656,3019274,3053793,NA,NA,NA,NA,NA,NA
06075,777360,784631,779281,775046,773284,777660,786149,799185,808001,815358,NA,NA,NA,NA,NA,NA
06075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,805235,805825,816239,829691,841138,852469
06077,567968,591000,608367,625236,640964,654451,659897,665246,668753,674860,NA,NA,NA,NA,NA,NA
06077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,685306,687513,695479,701635,705027,715597
06079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,269637,269860,271165,274528,276284,279083
06079,247878,251499,252932,254240,256095,257567,259366,261706,265134,266971,NA,NA,NA,NA,NA,NA
06081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,718451,719951,729425,740738,750489,758581
06081,708272,706634,699043,694437,692033,692199,692802,697339,708100,718989,NA,NA,NA,NA,NA,NA
06083,399784,401456,402079,402366,401130,400256,398656,400499,403655,407057,NA,NA,NA,NA,NA,NA
06083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,423895,424331,425974,430728,436076,440668
06085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1781642,1786930,1814105,1841098,1871107,1894605
06085,1685842,1690395,1673028,1667762,1668984,1682383,1700089,1723927,1755849,1784642,NA,NA,NA,NA,NA,NA
06087,255834,255644,253708,251559,250420,248957,248758,250126,252929,256218,NA,NA,NA,NA,NA,NA
06087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,262382,263213,264923,266632,269444,271804
06089,163782,166968,171141,174417,176467,177537,178449,179334,180515,181099,NA,NA,NA,NA,NA,NA
06089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177223,177286,177950,178421,179137,179804
06091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3240,3221,3104,3076,3040,3003
06091,3569,3506,3462,3479,3394,3332,3371,3312,3250,3174,NA,NA,NA,NA,NA,NA
06093,44230,43894,43908,44163,44229,44409,44220,44222,44535,44634,NA,NA,NA,NA,NA,NA
06093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44900,44971,44719,44214,43773,43628
06095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,413344,414101,416945,420724,425219,431131
06095,396974,403862,407855,408397,408346,406605,406181,405994,406293,407234,NA,NA,NA,NA,NA,NA
06097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,483878,484666,487722,490838,495432,500292
06097,460411,464454,463593,463715,463211,461359,459783,461424,466424,472102,NA,NA,NA,NA,NA,NA
06099,449702,463783,477197,486512,491558,498592,502989,506411,507450,510385,NA,NA,NA,NA,NA,NA
06099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,514453,515283,518270,522134,526286,531997
06101,79149,79941,81767,84067,85653,87670,89746,91497,92127,92614,NA,NA,NA,NA,NA,NA
06101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94737,94814,94750,94637,95287,95847
06103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63463,63638,63321,63263,63130,63067
06103,56136,56474,57000,57933,58784,59587,60374,60764,61143,61138,NA,NA,NA,NA,NA,NA
06105,13006,12916,13158,13336,13328,13631,13865,13933,14015,14165,NA,NA,NA,NA,NA,NA
06105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13786,13755,13712,13495,13444,13170
06107,368628,372592,378285,386399,394996,403653,409641,416189,422343,429668,NA,NA,NA,NA,NA,NA
06107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,442179,443292,447824,451499,454725,458198
06109,54651,55162,55681,56213,56185,56267,56068,55681,55616,55175,NA,NA,NA,NA,NA,NA
06109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55365,55168,54724,54100,53911,53831
06111,756366,765278,776560,783840,787749,786058,788073,789671,794778,802983,NA,NA,NA,NA,NA,NA
06111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,823318,825353,830973,835476,840972,846178
06113,169884,175390,180290,182762,184993,185850,189082,193912,196619,199407,NA,NA,NA,NA,NA,NA
06113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200849,201167,202303,204265,205485,207590
06115,60334,61339,62399,63462,64378,67029,70012,71698,72865,72925,NA,NA,NA,NA,NA,NA
06115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72155,72390,72600,72977,73361,73966
08000,4328070,4433068,4504265,4548775,4599681,4660780,4753044,4842259,4935213,5024748,NA,NA,NA,NA,NA,NA
08001,350961,360348,371781,378785,386663,397463,409532,419607,429597,440994,NA,NA,NA,NA,NA,NA
08001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,441603,443668,452202,460653,470547,480718
08003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15445,15901,16107,16113,16256,16177
08003,14964,14991,15168,15125,15293,15317,15288,15297,15441,15424,NA,NA,NA,NA,NA,NA
08005,491701,502810,509598,514406,519785,525293,532347,543414,554372,565360,NA,NA,NA,NA,NA,NA
08005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,572003,574577,585845,596051,608128,618821
08007,10038,10492,10951,11167,11374,11623,12096,12479,12497,12430,NA,NA,NA,NA,NA,NA
08007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12084,12065,12022,12129,12202,12244
08009,4501,4468,4331,4106,4050,3979,3912,3840,3782,3723,NA,NA,NA,NA,NA,NA
08009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3788,3787,3807,3756,3679,3645
08011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6499,6509,6322,5807,5734,5630
08011,5968,5763,5903,6144,6195,6169,6070,5785,6058,6560,NA,NA,NA,NA,NA,NA
08013,271669,278981,281941,282126,284815,286545,291449,295691,300452,303482,NA,NA,NA,NA,NA,NA
08013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,294567,295967,300650,305483,310396,313333
08014,39563,41436,42522,45098,46591,48490,51454,53664,54813,55990,NA,NA,NA,NA,NA,NA
08014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55889,56266,57433,58992,60306,62138
08015,16315,16388,16668,16678,16725,16710,16626,16858,17000,17156,NA,NA,NA,NA,NA,NA
08015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17809,17803,18001,18103,18335,18363
08017,2218,2173,2100,1986,1932,1875,1833,1781,1779,1746,NA,NA,NA,NA,NA,NA
08017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1836,1835,1869,1887,1898,1871
08019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9088,9105,9077,9091,9110,9187
08019,9310,9400,9492,9335,9048,9011,8869,8933,8910,8706,NA,NA,NA,NA,NA,NA
08021,8398,8320,8299,8220,8235,8190,8083,8006,7980,7844,NA,NA,NA,NA,NA,NA
08021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8256,8277,8308,8273,8258,8265
08023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3524,3528,3649,3605,3539,3568
08023,3668,3576,3557,3522,3497,3370,3341,3303,3246,3148,NA,NA,NA,NA,NA,NA
08025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5823,5845,5842,5412,5333,5360
08025,5533,5681,5792,5627,5920,5939,6242,6471,6498,6403,NA,NA,NA,NA,NA,NA
08027,3514,3636,3667,3794,3821,3879,3863,3964,3944,4000,NA,NA,NA,NA,NA,NA
08027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4255,4276,4224,4240,4271,4361
08029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30952,30870,30377,30449,30326,29870
08029,27916,28147,28764,28988,29402,29491,29899,30219,30834,31322,NA,NA,NA,NA,NA,NA
08031,556094,564411,561072,558351,558506,561323,568692,578789,593086,610345,NA,NA,NA,NA,NA,NA
08031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,600158,603365,619390,633868,648401,663862
08033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2064,2062,2029,1991,2025,1978
